Channel,Energy (keV),Counts
9136,3690.43131,0
9137,3690.834925,0
9138,3691.23854,0
9139,3691.642155,0
9140,3692.04577,0
9141,3692.449385,0
9142,3692.853,0
9143,3693.256615,0
9144,3693.66023,0
9145,3694.063845,0
9146,3694.46746,0
9147,3694.871075,0
9148,3695.27469,0
9149,3695.678305,0
9150,3696.08192,0
9151,3696.485535,0
9152,3696.88915,0
9153,3697.292765,0
9154,3697.69638,0
9155,3698.099995,0
9156,3698.50361,0
9157,3698.907225,0
9158,3699.31084,0
9159,3699.714455,1
9160,3700.11807,0
9161,3700.521685,0
9162,3700.9253,0
9163,3701.328915,0
9164,3701.73253,0
9165,3702.136145,0
9166,3702.53976,0
9167,3702.943375,0
9168,3703.34699,0
9169,3703.750605,0
9170,3704.15422,0
9171,3704.557835,0
9172,3704.96145,0
9173,3705.365065,0
9174,3705.76868,0
9175,3706.172295,0
9176,3706.57591,0
9177,3706.979525,0
9178,3707.38314,0
9179,3707.786755,0
9180,3708.19037,0
9181,3708.593985,0
9182,3708.9976,1
9183,3709.401215,0
9184,3709.80483,0
9185,3710.208445,0
9186,3710.61206,0
9187,3711.015675,0
9188,3711.41929,0
9189,3711.822905,0
9190,3712.22652,0
9191,3712.630135,0
9192,3713.03375,0
9193,3713.437365,0
9194,3713.84098,0
9195,3714.244595,0
9196,3714.64821,0
9197,3715.051825,0
9198,3715.45544,0
9199,3715.859055,0
9200,3716.26267,0
9201,3716.666285,0
9202,3717.0699,0
9203,3717.473515,0
9204,3717.87713,0
9205,3718.280745,0
9206,3718.68436,0
9207,3719.087975,0
9208,3719.49159,0
9209,3719.895205,0
9210,3720.29882,0
9211,3720.702435,0
9212,3721.10605,0
9213,3721.509665,0
9214,3721.91328,0
9215,3722.316895,0
9216,3722.72051,0
9217,3723.124125,0
9218,3723.52774,0
9219,3723.931355,0
9220,3724.33497,0
9221,3724.738585,1
9222,3725.1422,0
9223,3725.545815,0
9224,3725.94943,0
9225,3726.353045,0
9226,3726.75666,0
9227,3727.160275,0
9228,3727.56389,0
9229,3727.967505,0
9230,3728.37112,0
9231,3728.774735,0
9232,3729.17835,0
9233,3729.581965,0
9234,3729.98558,0
9235,3730.389195,0
9236,3730.79281,0
9237,3731.196425,0
9238,3731.60004,0
9239,3732.003655,0
9240,3732.40727,0
9241,3732.810885,0
9242,3733.2145,0
9243,3733.618115,0
9244,3734.02173,0
9245,3734.425345,0
9246,3734.82896,0
9247,3735.232575,0
9248,3735.63619,0
9249,3736.039805,0
9250,3736.44342,0
9251,3736.847035,0
9252,3737.25065,0
9253,3737.654265,0
9254,3738.05788,0
9255,3738.461495,0
9256,3738.86511,0
9257,3739.268725,0
9258,3739.67234,0
9259,3740.075955,0
9260,3740.47957,0
9261,3740.883185,0
9262,3741.2868,0
9263,3741.690415,0
9264,3742.09403,0
9265,3742.497645,0
9266,3742.90126,0
9267,3743.304875,0
9268,3743.70849,0
9269,3744.112105,0
9270,3744.51572,0
9271,3744.919335,0
9272,3745.32295,0
9273,3745.726565,0
9274,3746.13018,0
9275,3746.533795,0
9276,3746.93741,0
9277,3747.341025,0
9278,3747.74464,0
9279,3748.148255,0
9280,3748.55187,0
9281,3748.955485,0
9282,3749.3591,0
9283,3749.762715,0
9284,3750.16633,0
9285,3750.569945,0
9286,3750.97356,0
9287,3751.377175,1
9288,3751.78079,0
9289,3752.184405,0
9290,3752.58802,0
9291,3752.991635,0
9292,3753.39525,0
9293,3753.798865,0
9294,3754.20248,0
9295,3754.606095,0
9296,3755.00971,0
9297,3755.413325,0
9298,3755.81694,0
9299,3756.220555,0
9300,3756.62417,0
9301,3757.027785,0
9302,3757.4314,0
9303,3757.835015,0
9304,3758.23863,0
9305,3758.642245,0
9306,3759.04586,0
9307,3759.449475,0
9308,3759.85309,0
9309,3760.256705,0
9310,3760.66032,0
9311,3761.063935,0
9312,3761.46755,0
9313,3761.871165,0
9314,3762.27478,0
9315,3762.678395,0
9316,3763.08201,0
9317,3763.485625,0
9318,3763.88924,0
9319,3764.292855,0
9320,3764.69647,0
9321,3765.100085,0
9322,3765.5037,0
9323,3765.907315,0
9324,3766.31093,0
9325,3766.714545,0
9326,3767.11816,0
9327,3767.521775,0
9328,3767.92539,0
9329,3768.329005,0
9330,3768.73262,0
9331,3769.136235,0
9332,3769.53985,0
9333,3769.943465,0
9334,3770.34708,0
9335,3770.750695,0
9336,3771.15431,0
9337,3771.557925,0
9338,3771.96154,0
9339,3772.365155,0
9340,3772.76877,0
9341,3773.172385,0
9342,3773.576,0
9343,3773.979615,0
9344,3774.38323,0
9345,3774.786845,0
9346,3775.19046,0
9347,3775.594075,0
9348,3775.99769,0
9349,3776.401305,0
9350,3776.80492,0
9351,3777.208535,0
9352,3777.61215,0
9353,3778.015765,0
9354,3778.41938,0
9355,3778.822995,0
9356,3779.22661,0
9357,3779.630225,0
9358,3780.03384,0
9359,3780.437455,0
9360,3780.84107,0
9361,3781.244685,0
9362,3781.6483,0
9363,3782.051915,0
9364,3782.45553,0
9365,3782.859145,0
9366,3783.26276,0
9367,3783.666375,0
9368,3784.06999,0
9369,3784.473605,0
9370,3784.87722,0
9371,3785.280835,0
9372,3785.68445,0
9373,3786.088065,0
9374,3786.49168,0
9375,3786.895295,0
9376,3787.29891,0
9377,3787.702525,0
9378,3788.10614,0
9379,3788.509755,0
9380,3788.91337,0
9381,3789.316985,0
9382,3789.7206,0
9383,3790.124215,0
9384,3790.52783,0
9385,3790.931445,0
9386,3791.33506,0
9387,3791.738675,0
9388,3792.14229,0
9389,3792.545905,0
9390,3792.94952,0
9391,3793.353135,0
9392,3793.75675,0
9393,3794.160365,0
9394,3794.56398,0
9395,3794.967595,0
9396,3795.37121,0
9397,3795.774825,0
9398,3796.17844,0
9399,3796.582055,0
9400,3796.98567,0
9401,3797.389285,0
9402,3797.7929,0
9403,3798.196515,0
9404,3798.60013,0
9405,3799.003745,0
9406,3799.40736,0
9407,3799.810975,0
9408,3800.21459,0
9409,3800.618205,0
9410,3801.02182,0
9411,3801.425435,0
9412,3801.82905,0
9413,3802.232665,0
9414,3802.63628,0
9415,3803.039895,0
9416,3803.44351,0
9417,3803.847125,0
9418,3804.25074,0
9419,3804.654355,0
9420,3805.05797,0
9421,3805.461585,0
9422,3805.8652,0
9423,3806.268815,0
9424,3806.67243,0
9425,3807.076045,0
9426,3807.47966,0
9427,3807.883275,0
9428,3808.28689,0
9429,3808.690505,0
9430,3809.09412,0
9431,3809.497735,0
9432,3809.90135,0
9433,3810.304965,0
9434,3810.70858,0
9435,3811.112195,0
9436,3811.51581,0
9437,3811.919425,0
9438,3812.32304,0
9439,3812.726655,0
9440,3813.13027,0
9441,3813.533885,0
9442,3813.9375,0
9443,3814.341115,0
9444,3814.74473,0
9445,3815.148345,0
9446,3815.55196,0
9447,3815.955575,0
9448,3816.35919,0
9449,3816.762805,0
9450,3817.16642,0
9451,3817.570035,0
9452,3817.97365,0
9453,3818.377265,0
9454,3818.78088,0
9455,3819.184495,0
9456,3819.58811,0
9457,3819.991725,0
9458,3820.39534,0
9459,3820.798955,0
9460,3821.20257,0
9461,3821.606185,0
9462,3822.0098,0
9463,3822.413415,0
9464,3822.81703,0
9465,3823.220645,0
9466,3823.62426,0
9467,3824.027875,0
9468,3824.43149,0
9469,3824.835105,0
9470,3825.23872,0
9471,3825.642335,0
9472,3826.04595,0
9473,3826.449565,0
9474,3826.85318,0
9475,3827.256795,0
9476,3827.66041,0
9477,3828.064025,0
9478,3828.46764,0
9479,3828.871255,0
9480,3829.27487,0
9481,3829.678485,0
9482,3830.0821,0
9483,3830.485715,0
9484,3830.88933,0
9485,3831.292945,0
9486,3831.69656,0
9487,3832.100175,0
9488,3832.50379,0
9489,3832.907405,0
9490,3833.31102,0
9491,3833.714635,0
9492,3834.11825,0
9493,3834.521865,0
9494,3834.92548,0
9495,3835.329095,0
9496,3835.73271,0
9497,3836.136325,0
9498,3836.53994,0
9499,3836.943555,0
9500,3837.34717,0
9501,3837.750785,0
9502,3838.1544,0
9503,3838.558015,0
9504,3838.96163,0
9505,3839.365245,0
9506,3839.76886,0
9507,3840.172475,0
9508,3840.57609,0
9509,3840.979705,0
9510,3841.38332,0
9511,3841.786935,0
9512,3842.19055,0
9513,3842.594165,0
9514,3842.99778,0
9515,3843.401395,0
9516,3843.80501,0
9517,3844.208625,0
9518,3844.61224,0
9519,3845.015855,0
9520,3845.41947,0
9521,3845.823085,0
9522,3846.2267,0
9523,3846.630315,0
9524,3847.03393,0
9525,3847.437545,0
9526,3847.84116,0
9527,3848.244775,0
9528,3848.64839,0
9529,3849.052005,0
9530,3849.45562,0
9531,3849.859235,0
9532,3850.26285,0
9533,3850.666465,0
9534,3851.07008,0
9535,3851.473695,0
9536,3851.87731,0
9537,3852.280925,0
9538,3852.68454,0
9539,3853.088155,0
9540,3853.49177,0
9541,3853.895385,0
9542,3854.299,0
9543,3854.702615,0
9544,3855.10623,0
9545,3855.509845,0
9546,3855.91346,0
9547,3856.317075,0
9548,3856.72069,0
9549,3857.124305,0
9550,3857.52792,0
9551,3857.931535,0
9552,3858.33515,0
9553,3858.738765,0
9554,3859.14238,0
9555,3859.545995,0
9556,3859.94961,0
9557,3860.353225,0
9558,3860.75684,0
9559,3861.160455,0
9560,3861.56407,0
9561,3861.967685,0
9562,3862.3713,1
9563,3862.774915,0
9564,3863.17853,0
9565,3863.582145,0
9566,3863.98576,0
9567,3864.389375,0
9568,3864.79299,0
9569,3865.196605,0
9570,3865.60022,0
9571,3866.003835,0
9572,3866.40745,0
9573,3866.811065,0
9574,3867.21468,0
9575,3867.618295,0
9576,3868.02191,0
9577,3868.425525,0
9578,3868.82914,0
9579,3869.232755,0
9580,3869.63637,0
9581,3870.039985,0
9582,3870.4436,0
9583,3870.847215,0
9584,3871.25083,0
9585,3871.654445,0
9586,3872.05806,0
9587,3872.461675,0
9588,3872.86529,0
9589,3873.268905,0
9590,3873.67252,0
9591,3874.076135,0
9592,3874.47975,0
9593,3874.883365,0
9594,3875.28698,0
9595,3875.690595,0
9596,3876.09421,0
9597,3876.497825,0
9598,3876.90144,0
9599,3877.305055,0
9600,3877.70867,0
9601,3878.112285,0
9602,3878.5159,0
9603,3878.919515,0
9604,3879.32313,0
9605,3879.726745,0
9606,3880.13036,0
9607,3880.533975,0
9608,3880.93759,0
9609,3881.341205,0
9610,3881.74482,0
9611,3882.148435,0
9612,3882.55205,0
9613,3882.955665,0
9614,3883.35928,0
9615,3883.762895,0
9616,3884.16651,0
9617,3884.570125,0
9618,3884.97374,0
9619,3885.377355,0
9620,3885.78097,0
9621,3886.184585,0
9622,3886.5882,0
9623,3886.991815,0
9624,3887.39543,0
9625,3887.799045,0
9626,3888.20266,0
9627,3888.606275,0
9628,3889.00989,0
9629,3889.413505,0
9630,3889.81712,0
9631,3890.220735,0
9632,3890.62435,0
9633,3891.027965,0
9634,3891.43158,0
9635,3891.835195,0
9636,3892.23881,0
9637,3892.642425,0
9638,3893.04604,0
9639,3893.449655,0
9640,3893.85327,0
9641,3894.256885,0
9642,3894.6605,0
9643,3895.064115,0
9644,3895.46773,0
9645,3895.871345,0
9646,3896.27496,0
9647,3896.678575,0
9648,3897.08219,0
9649,3897.485805,0
9650,3897.88942,0
9651,3898.293035,0
9652,3898.69665,0
9653,3899.100265,1
9654,3899.50388,0
9655,3899.907495,0
9656,3900.31111,0
9657,3900.714725,0
9658,3901.11834,0
9659,3901.521955,0
9660,3901.92557,0
9661,3902.329185,0
9662,3902.7328,0
9663,3903.136415,0
9664,3903.54003,0
9665,3903.943645,0
9666,3904.34726,0
9667,3904.750875,0
9668,3905.15449,0
9669,3905.558105,0
9670,3905.96172,0
9671,3906.365335,0
9672,3906.76895,0
9673,3907.172565,0
9674,3907.57618,0
9675,3907.979795,0
9676,3908.38341,0
9677,3908.787025,0
9678,3909.19064,0
9679,3909.594255,0
9680,3909.99787,0
9681,3910.401485,0
9682,3910.8051,0
9683,3911.208715,0
9684,3911.61233,0
9685,3912.015945,0
9686,3912.41956,0
9687,3912.823175,0
9688,3913.22679,0
9689,3913.630405,0
9690,3914.03402,0
9691,3914.437635,0
9692,3914.84125,0
9693,3915.244865,0
9694,3915.64848,0
9695,3916.052095,0
9696,3916.45571,0
9697,3916.859325,0
9698,3917.26294,0
9699,3917.666555,0
9700,3918.07017,0
9701,3918.473785,0
9702,3918.8774,0
9703,3919.281015,0
9704,3919.68463,0
9705,3920.088245,0
9706,3920.49186,0
9707,3920.895475,0
9708,3921.29909,0
9709,3921.702705,0
9710,3922.10632,0
9711,3922.509935,0
9712,3922.91355,0
9713,3923.317165,0
9714,3923.72078,0
9715,3924.124395,0
9716,3924.52801,0
9717,3924.931625,0
9718,3925.33524,0
9719,3925.738855,0
9720,3926.14247,0
9721,3926.546085,0
9722,3926.9497,0
9723,3927.353315,0
9724,3927.75693,0
9725,3928.160545,0
9726,3928.56416,0
9727,3928.967775,0
9728,3929.37139,0
9729,3929.775005,0
9730,3930.17862,0
9731,3930.582235,0
9732,3930.98585,0
9733,3931.389465,0
9734,3931.79308,0
9735,3932.196695,0
9736,3932.60031,1
9737,3933.003925,0
9738,3933.40754,0
9739,3933.811155,0
9740,3934.21477,0
9741,3934.618385,0
9742,3935.022,0
9743,3935.425615,0
9744,3935.82923,0
9745,3936.232845,0
9746,3936.63646,0
9747,3937.040075,0
9748,3937.44369,0
9749,3937.847305,0
9750,3938.25092,0
9751,3938.654535,0
9752,3939.05815,0
9753,3939.461765,0
9754,3939.86538,0
9755,3940.268995,0
9756,3940.67261,0
9757,3941.076225,0
9758,3941.47984,0
9759,3941.883455,0
9760,3942.28707,0
9761,3942.690685,0
9762,3943.0943,0
9763,3943.497915,0
9764,3943.90153,0
9765,3944.305145,0
9766,3944.70876,0
9767,3945.112375,0
9768,3945.51599,0
9769,3945.919605,0
9770,3946.32322,0
9771,3946.726835,0
9772,3947.13045,0
9773,3947.534065,0
9774,3947.93768,0
9775,3948.341295,0
9776,3948.74491,0
9777,3949.148525,0
9778,3949.55214,0
9779,3949.955755,0
9780,3950.35937,0
9781,3950.762985,0
9782,3951.1666,0
9783,3951.570215,0
9784,3951.97383,0
9785,3952.377445,0
9786,3952.78106,0
9787,3953.184675,0
9788,3953.58829,0
9789,3953.991905,0
9790,3954.39552,0
9791,3954.799135,0
9792,3955.20275,0
9793,3955.606365,0
9794,3956.00998,0
9795,3956.413595,0
9796,3956.81721,0
9797,3957.220825,0
9798,3957.62444,0
9799,3958.028055,0
9800,3958.43167,0
9801,3958.835285,0
9802,3959.2389,0
9803,3959.642515,0
9804,3960.04613,0
9805,3960.449745,0
9806,3960.85336,0
9807,3961.256975,0
9808,3961.66059,0
9809,3962.064205,0
9810,3962.46782,0
9811,3962.871435,0
9812,3963.27505,0
9813,3963.678665,0
9814,3964.08228,0
9815,3964.485895,0
9816,3964.88951,0
9817,3965.293125,0
9818,3965.69674,0
9819,3966.100355,0
9820,3966.50397,0
9821,3966.907585,0
9822,3967.3112,0
9823,3967.714815,0
9824,3968.11843,0
9825,3968.522045,0
9826,3968.92566,0
9827,3969.329275,0
9828,3969.73289,0
9829,3970.136505,0
9830,3970.54012,0
9831,3970.943735,0
9832,3971.34735,0
9833,3971.750965,0
9834,3972.15458,0
9835,3972.558195,0
9836,3972.96181,0
9837,3973.365425,0
9838,3973.76904,0
9839,3974.172655,0
9840,3974.57627,0
9841,3974.979885,0
9842,3975.3835,0
9843,3975.787115,0
9844,3976.19073,0
9845,3976.594345,0
9846,3976.99796,0
9847,3977.401575,0
9848,3977.80519,0
9849,3978.208805,0
9850,3978.61242,0
9851,3979.016035,0
9852,3979.41965,0
9853,3979.823265,0
9854,3980.22688,0
9855,3980.630495,0
9856,3981.03411,0
9857,3981.437725,0
9858,3981.84134,0
9859,3982.244955,0
9860,3982.64857,0
9861,3983.052185,0
9862,3983.4558,0
9863,3983.859415,0
9864,3984.26303,0
9865,3984.666645,0
9866,3985.07026,0
9867,3985.473875,0
9868,3985.87749,0
9869,3986.281105,0
9870,3986.68472,0
9871,3987.088335,0
9872,3987.49195,0
9873,3987.895565,0
9874,3988.29918,0
9875,3988.702795,0
9876,3989.10641,0
9877,3989.510025,0
9878,3989.91364,0
9879,3990.317255,0
9880,3990.72087,0
9881,3991.124485,0
9882,3991.5281,0
9883,3991.931715,0
9884,3992.33533,0
9885,3992.738945,0
9886,3993.14256,0
9887,3993.546175,0
9888,3993.94979,0
9889,3994.353405,0
9890,3994.75702,0
9891,3995.160635,0
9892,3995.56425,0
9893,3995.967865,0
9894,3996.37148,0
9895,3996.775095,0
9896,3997.17871,0
9897,3997.582325,0
9898,3997.98594,0
9899,3998.389555,0
9900,3998.79317,0
9901,3999.196785,0
9902,3999.6004,0
9903,4000.004015,0
9904,4000.40763,0
9905,4000.811245,0
9906,4001.21486,0
9907,4001.618475,0
9908,4002.02209,0
9909,4002.425705,0
9910,4002.82932,0
9911,4003.232935,0
9912,4003.63655,0
9913,4004.040165,0
9914,4004.44378,0
9915,4004.847395,0
9916,4005.25101,0
9917,4005.654625,0
9918,4006.05824,0
9919,4006.461855,0
9920,4006.86547,0
9921,4007.269085,0
9922,4007.6727,0
9923,4008.076315,0
9924,4008.47993,0
9925,4008.883545,0
9926,4009.28716,0
9927,4009.690775,0
9928,4010.09439,0
9929,4010.498005,0
9930,4010.90162,0
9931,4011.305235,0
9932,4011.70885,0
9933,4012.112465,0
9934,4012.51608,0
9935,4012.919695,0
9936,4013.32331,0
9937,4013.726925,0
9938,4014.13054,0
9939,4014.534155,0
9940,4014.93777,0
9941,4015.341385,0
9942,4015.745,0
9943,4016.148615,0
9944,4016.55223,0
9945,4016.955845,0
9946,4017.35946,0
9947,4017.763075,0
9948,4018.16669,0
9949,4018.570305,0
9950,4018.97392,0
9951,4019.377535,0
9952,4019.78115,0
9953,4020.184765,0
9954,4020.58838,0
9955,4020.991995,0
9956,4021.39561,0
9957,4021.799225,0
9958,4022.20284,0
9959,4022.606455,0
9960,4023.01007,0
9961,4023.413685,0
9962,4023.8173,0
9963,4024.220915,0
9964,4024.62453,0
9965,4025.028145,0
9966,4025.43176,0
9967,4025.835375,0
9968,4026.23899,0
9969,4026.642605,0
9970,4027.04622,0
9971,4027.449835,0
9972,4027.85345,0
9973,4028.257065,0
9974,4028.66068,0
9975,4029.064295,0
9976,4029.46791,0
9977,4029.871525,0
9978,4030.27514,0
9979,4030.678755,0
9980,4031.08237,0
9981,4031.485985,0
9982,4031.8896,0
9983,4032.293215,0
9984,4032.69683,0
9985,4033.100445,0
9986,4033.50406,0
9987,4033.907675,0
9988,4034.31129,0
9989,4034.714905,0
9990,4035.11852,0
9991,4035.522135,0
9992,4035.92575,0
9993,4036.329365,0
9994,4036.73298,0
9995,4037.136595,0
9996,4037.54021,0
9997,4037.943825,0
9998,4038.34744,0
9999,4038.751055,0
10000,4039.15467,0
10001,4039.558285,0
10002,4039.9619,0
10003,4040.365515,0
10004,4040.76913,0
10005,4041.172745,0
10006,4041.57636,0
10007,4041.979975,0
10008,4042.38359,0
10009,4042.787205,0
10010,4043.19082,0
10011,4043.594435,0
10012,4043.99805,0
10013,4044.401665,0
10014,4044.80528,0
10015,4045.208895,0
10016,4045.61251,0
10017,4046.016125,0
10018,4046.41974,0
10019,4046.823355,0
10020,4047.22697,0
10021,4047.630585,0
10022,4048.0342,0
10023,4048.437815,0
10024,4048.84143,0
10025,4049.245045,0
10026,4049.64866,0
10027,4050.052275,0
10028,4050.45589,0
10029,4050.859505,0
10030,4051.26312,0
10031,4051.666735,0
10032,4052.07035,0
10033,4052.473965,0
10034,4052.87758,0
10035,4053.281195,0
10036,4053.68481,0
10037,4054.088425,0
10038,4054.49204,0
10039,4054.895655,0
10040,4055.29927,0
10041,4055.702885,0
10042,4056.1065,0
10043,4056.510115,0
10044,4056.91373,0
10045,4057.317345,0
10046,4057.72096,0
10047,4058.124575,0
10048,4058.52819,0
10049,4058.931805,0
10050,4059.33542,0
10051,4059.739035,0
10052,4060.14265,0
10053,4060.546265,0
10054,4060.94988,0
10055,4061.353495,0
10056,4061.75711,0
10057,4062.160725,0
10058,4062.56434,0
10059,4062.967955,0
10060,4063.37157,0
10061,4063.775185,0
10062,4064.1788,0
10063,4064.582415,0
10064,4064.98603,0
10065,4065.389645,0
10066,4065.79326,0
10067,4066.196875,0
10068,4066.60049,0
10069,4067.004105,0
10070,4067.40772,0
10071,4067.811335,0
10072,4068.21495,0
10073,4068.618565,0
10074,4069.02218,0
10075,4069.425795,0
10076,4069.82941,0
10077,4070.233025,0
10078,4070.63664,0
10079,4071.040255,0
10080,4071.44387,0
10081,4071.847485,0
10082,4072.2511,0
10083,4072.654715,0
10084,4073.05833,0
10085,4073.461945,0
10086,4073.86556,0
10087,4074.269175,0
10088,4074.67279,2
10089,4075.076405,0
10090,4075.48002,0
10091,4075.883635,0
10092,4076.28725,0
10093,4076.690865,0
10094,4077.09448,0
10095,4077.498095,0
10096,4077.90171,0
10097,4078.305325,0
10098,4078.70894,0
10099,4079.112555,0
10100,4079.51617,0
10101,4079.919785,0
10102,4080.3234,0
10103,4080.727015,0
10104,4081.13063,0
10105,4081.534245,0
10106,4081.93786,0
10107,4082.341475,0
10108,4082.74509,0
10109,4083.148705,0
10110,4083.55232,0
10111,4083.955935,0
10112,4084.35955,0
10113,4084.763165,0
10114,4085.16678,0
10115,4085.570395,0
10116,4085.97401,0
10117,4086.377625,0
10118,4086.78124,0
10119,4087.184855,0
10120,4087.58847,0
10121,4087.992085,0
10122,4088.3957,0
10123,4088.799315,0
10124,4089.20293,0
10125,4089.606545,0
10126,4090.01016,0
10127,4090.413775,0
10128,4090.81739,0
10129,4091.221005,0
10130,4091.62462,0
10131,4092.028235,0
10132,4092.43185,0
10133,4092.835465,0
10134,4093.23908,0
10135,4093.642695,0
10136,4094.04631,0
10137,4094.449925,0
10138,4094.85354,0
10139,4095.257155,0
10140,4095.66077,0
10141,4096.064385,0
10142,4096.468,0
10143,4096.871615,0
10144,4097.27523,0
10145,4097.678845,0
10146,4098.08246,0
10147,4098.486075,0
10148,4098.88969,0
10149,4099.293305,0
10150,4099.69692,0
10151,4100.100535,0
10152,4100.50415,0
10153,4100.907765,0
10154,4101.31138,0
10155,4101.714995,0
10156,4102.11861,0
10157,4102.522225,0
10158,4102.92584,0
10159,4103.329455,0
10160,4103.73307,0
10161,4104.136685,0
10162,4104.5403,0
10163,4104.943915,0
10164,4105.34753,0
10165,4105.751145,0
10166,4106.15476,0
10167,4106.558375,0
10168,4106.96199,0
10169,4107.365605,0
10170,4107.76922,0
10171,4108.172835,0
10172,4108.57645,0
10173,4108.980065,0
10174,4109.38368,0
10175,4109.787295,1
10176,4110.19091,0
10177,4110.594525,0
10178,4110.99814,0
10179,4111.401755,0
10180,4111.80537,0
10181,4112.208985,0
10182,4112.6126,0
10183,4113.016215,0
10184,4113.41983,0
10185,4113.823445,0
10186,4114.22706,0
10187,4114.630675,0
10188,4115.03429,0
10189,4115.437905,0
10190,4115.84152,0
10191,4116.245135,0
10192,4116.64875,0
10193,4117.052365,0
10194,4117.45598,0
10195,4117.859595,0
10196,4118.26321,0
10197,4118.666825,0
10198,4119.07044,0
10199,4119.474055,0
10200,4119.87767,0
10201,4120.281285,0
10202,4120.6849,0
10203,4121.088515,0
10204,4121.49213,0
10205,4121.895745,0
10206,4122.29936,0
10207,4122.702975,0
10208,4123.10659,0
10209,4123.510205,0
10210,4123.91382,0
10211,4124.317435,0
10212,4124.72105,0
10213,4125.124665,0
10214,4125.52828,0
10215,4125.931895,0
10216,4126.33551,0
10217,4126.739125,0
10218,4127.14274,0
10219,4127.546355,0
10220,4127.94997,0
10221,4128.353585,0
10222,4128.7572,0
10223,4129.160815,0
10224,4129.56443,0
10225,4129.968045,0
10226,4130.37166,0
10227,4130.775275,0
10228,4131.17889,0
10229,4131.582505,0
10230,4131.98612,0
10231,4132.389735,0
10232,4132.79335,0
10233,4133.196965,0
10234,4133.60058,0
10235,4134.004195,0
10236,4134.40781,0
10237,4134.811425,0
10238,4135.21504,0
10239,4135.618655,0
10240,4136.02227,0
10241,4136.425885,0
10242,4136.8295,0
10243,4137.233115,0
10244,4137.63673,0
10245,4138.040345,0
10246,4138.44396,0
10247,4138.847575,0
10248,4139.25119,0
10249,4139.654805,0
10250,4140.05842,0
10251,4140.462035,0
10252,4140.86565,0
10253,4141.269265,0
10254,4141.67288,0
10255,4142.076495,0
10256,4142.48011,0
10257,4142.883725,0
10258,4143.28734,0
10259,4143.690955,0
10260,4144.09457,0
10261,4144.498185,0
10262,4144.9018,0
10263,4145.305415,0
10264,4145.70903,0
10265,4146.112645,0
10266,4146.51626,0
10267,4146.919875,0
10268,4147.32349,0
10269,4147.727105,0
10270,4148.13072,0
10271,4148.534335,0
10272,4148.93795,0
10273,4149.341565,0
10274,4149.74518,0
10275,4150.148795,0
10276,4150.55241,0
10277,4150.956025,0
10278,4151.35964,0
10279,4151.763255,0
10280,4152.16687,0
10281,4152.570485,0
10282,4152.9741,0
10283,4153.377715,0
10284,4153.78133,0
10285,4154.184945,0
10286,4154.58856,0
10287,4154.992175,0
10288,4155.39579,0
10289,4155.799405,0
10290,4156.20302,0
10291,4156.606635,0
10292,4157.01025,0
10293,4157.413865,0
10294,4157.81748,0
10295,4158.221095,0
10296,4158.62471,0
10297,4159.028325,0
10298,4159.43194,0
10299,4159.835555,0
10300,4160.23917,0
10301,4160.642785,0
10302,4161.0464,0
10303,4161.450015,0
10304,4161.85363,0
10305,4162.257245,0
10306,4162.66086,0
10307,4163.064475,0
10308,4163.46809,0
10309,4163.871705,0
10310,4164.27532,0
10311,4164.678935,0
10312,4165.08255,0
10313,4165.486165,0
10314,4165.88978,0
10315,4166.293395,0
10316,4166.69701,0
10317,4167.100625,0
10318,4167.50424,0
10319,4167.907855,0
10320,4168.31147,0
10321,4168.715085,0
10322,4169.1187,0
10323,4169.522315,0
10324,4169.92593,0
10325,4170.329545,0
10326,4170.73316,0
10327,4171.136775,0
10328,4171.54039,0
10329,4171.944005,0
10330,4172.34762,0
10331,4172.751235,0
10332,4173.15485,0
10333,4173.558465,0
10334,4173.96208,0
10335,4174.365695,0
10336,4174.76931,0
10337,4175.172925,0
10338,4175.57654,0
10339,4175.980155,0
10340,4176.38377,0
10341,4176.787385,0
10342,4177.191,0
10343,4177.594615,0
10344,4177.99823,0
10345,4178.401845,0
10346,4178.80546,0
10347,4179.209075,0
10348,4179.61269,0
10349,4180.016305,0
10350,4180.41992,0
10351,4180.823535,0
10352,4181.22715,0
10353,4181.630765,0
10354,4182.03438,0
10355,4182.437995,0
10356,4182.84161,0
10357,4183.245225,0
10358,4183.64884,0
10359,4184.052455,0
10360,4184.45607,0
10361,4184.859685,0
10362,4185.2633,0
10363,4185.666915,0
10364,4186.07053,0
10365,4186.474145,0
10366,4186.87776,0
10367,4187.281375,0
10368,4187.68499,0
10369,4188.088605,0
10370,4188.49222,0
10371,4188.895835,0
10372,4189.29945,0
10373,4189.703065,0
10374,4190.10668,0
10375,4190.510295,0
10376,4190.91391,0
10377,4191.317525,0
10378,4191.72114,0
10379,4192.124755,0
10380,4192.52837,0
10381,4192.931985,0
10382,4193.3356,0
10383,4193.739215,0
10384,4194.14283,0
10385,4194.546445,0
10386,4194.95006,0
10387,4195.353675,0
10388,4195.75729,0
10389,4196.160905,0
10390,4196.56452,0
10391,4196.968135,0
10392,4197.37175,0
10393,4197.775365,0
10394,4198.17898,0
10395,4198.582595,0
10396,4198.98621,0
10397,4199.389825,0
10398,4199.79344,0
10399,4200.197055,0
10400,4200.60067,0
10401,4201.004285,0
10402,4201.4079,0
10403,4201.811515,0
10404,4202.21513,0
10405,4202.618745,0
10406,4203.02236,0
10407,4203.425975,0
